CPU 6 ubuntu,User%,Sys%,Wait%,Idle%,Steal%
2024-06-22 12:49:39,3.3,2.5,0.0,94.2,0.0
2024-06-22 12:49:40,18.0,3.0,0.0,79.0,0.0
2024-06-22 12:49:41,96.0,3.0,0.0,1.0,0.0
2024-06-22 12:49:42,97.0,3.0,0.0,0.0,0.0
2024-06-22 12:49:43,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:49:44,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:49:45,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:49:46,99.0,0.0,0.0,1.0,0.0
2024-06-22 12:49:47,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:49:48,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:49:49,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:49:50,95.0,4.0,0.0,1.0,0.0
2024-06-22 12:49:51,95.0,3.0,0.0,2.0,0.0
2024-06-22 12:49:52,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:49:53,96.1,2.0,0.0,2.0,0.0
2024-06-22 12:49:54,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:49:55,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:49:56,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:49:57,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:49:58,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:49:59,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:00,96.0,3.0,0.0,1.0,0.0
2024-06-22 12:50:01,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:02,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:03,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:04,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:05,95.1,2.9,0.0,2.0,0.0
2024-06-22 12:50:06,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:07,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:08,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:09,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:10,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:11,95.1,2.9,0.0,2.0,0.0
2024-06-22 12:50:12,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:13,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:14,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:15,95.1,2.9,0.0,2.0,0.0
2024-06-22 12:50:16,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:17,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:18,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:19,95.0,4.0,0.0,1.0,0.0
2024-06-22 12:50:20,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:21,99.0,0.0,0.0,1.0,0.0
2024-06-22 12:50:22,95.1,2.9,0.0,2.0,0.0
2024-06-22 12:50:23,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:24,96.1,2.0,0.0,2.0,0.0
2024-06-22 12:50:25,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:26,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:27,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:28,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:29,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:30,95.1,2.9,0.0,1.9,0.0
2024-06-22 12:50:31,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:32,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:33,96.9,2.0,0.0,1.0,0.0
2024-06-22 12:50:34,97.1,1.0,0.0,2.0,0.0
2024-06-22 12:50:35,95.0,4.0,0.0,1.0,0.0
2024-06-22 12:50:36,98.0,0.0,0.0,2.0,0.0
2024-06-22 12:50:37,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:38,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:39,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:40,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:41,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:42,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:43,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:44,96.1,2.0,0.0,2.0,0.0
2024-06-22 12:50:45,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:46,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:47,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:48,96.0,3.0,0.0,1.0,0.0
2024-06-22 12:50:49,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:50,99.0,0.0,0.0,1.0,0.0
2024-06-22 12:50:51,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:52,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:53,97.0,2.0,0.0,1.0,0.0
2024-06-22 12:50:54,95.1,2.9,0.0,2.0,0.0
2024-06-22 12:50:55,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:50:56,97.0,1.0,0.0,2.0,0.0
2024-06-22 12:50:57,99.0,0.0,0.0,1.0,0.0
2024-06-22 12:50:58,96.0,2.0,0.0,2.0,0.0
2024-06-22 12:50:59,98.0,1.0,0.0,1.0,0.0
2024-06-22 12:51:00,96.0,3.0,0.0,1.0,0.0
2024-06-22 12:51:01,70.3,2.0,0.0,27.7,0.0
2024-06-22 12:51:02,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:03,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:04,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:05,0.0,1.0,0.0,99.0,0.0
2024-06-22 12:51:06,1.0,1.0,0.0,98.0,0.0
2024-06-22 12:51:07,0.0,1.0,0.0,99.0,0.0
2024-06-22 12:51:08,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:09,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:10,0.0,0.0,0.0,100.0,0.0
2024-06-22 12:51:11,1.0,0.0,0.0,99.0,0.0
2024-06-22 12:51:12,0.0,1.0,0.0,99.0,0.0
2024-06-22 12:51:13,0.0,0.0,0.0,100.0,0.0
