Processes ubuntu,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-26 16:13:53,5,0,946.7,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:13:55,5,0,806.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:13:57,5,0,924.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:13:59,5,0,853.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:01,5,0,848.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:03,5,0,768.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:05,5,0,933.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:07,5,0,820.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:09,5,0,799.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:11,5,0,769.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:13,5,0,715.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:15,5,0,832.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:17,5,0,769.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:19,5,0,949.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:21,5,0,1005.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:23,5,0,951.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:25,5,0,820.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:27,6,0,896.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:29,5,0,1073.1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
2024-03-26 16:14:31,5,0,939.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:33,5,0,863.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:35,5,0,961.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:37,5,0,805.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:39,5,0,925.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:41,5,0,1121.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:43,5,0,927.1,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-26 16:14:45,5,0,588.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:47,5,0,793.4,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:14:49,5,0,711.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:51,5,0,878.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:53,5,0,687.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:55,5,0,824.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:57,5,0,890.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:14:59,5,0,941.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:01,5,0,1009.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:03,5,0,993.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:05,5,0,785.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:07,5,0,835.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:09,5,0,1105.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:11,5,0,1006.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:13,5,0,837.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:15,5,0,991.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:17,5,0,936.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:19,5,2,834.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:21,5,0,1131.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:23,5,0,928.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:25,5,0,892.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:27,6,0,992.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:29,5,0,880.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:31,5,0,1074.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:33,5,0,1001.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:35,5,0,801.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:37,5,0,747.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:39,5,0,681.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:41,5,0,544.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:43,5,0,963.6,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:15:45,5,0,934.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:47,5,0,917.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:49,5,0,729.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:51,5,0,1015.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:53,5,0,942.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:55,5,0,929.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:57,6,0,783.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:15:59,5,0,812.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:16:01,5,0,809.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:16:03,5,0,1065.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
