CPU 2 raspberrypi,User%,Sys%,Wait%,Idle%,Steal%
2024-05-11 17:14:48,5.4,1.8,1.8,91.0,0.0
2024-05-11 17:14:49,51.5,5.0,1.0,42.6,0.0
2024-05-11 17:14:50,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:51,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:52,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:53,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:54,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:14:55,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:56,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:57,1.0,0.0,0.0,99.0,0.0
2024-05-11 17:14:58,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:59,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:00,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:01,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:02,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:03,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:04,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:05,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:06,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:07,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:08,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:09,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:10,1.0,0.0,1.0,98.0,0.0
2024-05-11 17:15:11,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:12,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:13,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:14,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:15,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:16,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:17,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:18,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:19,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:20,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:15:21,0.0,2.0,3.0,95.0,0.0
2024-05-11 17:15:22,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:23,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:24,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:25,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:26,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:27,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:28,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:29,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:30,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:31,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:32,0.0,0.0,1.0,99.0,0.0
2024-05-11 17:15:33,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:34,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:35,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:36,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:37,0.0,1.0,2.0,97.0,0.0
2024-05-11 17:15:38,4.0,2.0,25.0,69.0,0.0
2024-05-11 17:15:39,0.0,0.0,69.4,30.6,0.0
2024-05-11 17:15:40,6.1,0.0,89.9,4.0,0.0
2024-05-11 17:15:41,3.0,2.0,91.0,4.0,0.0
2024-05-11 17:15:42,1.0,0.0,93.0,6.0,0.0
2024-05-11 17:15:43,8.0,4.0,88.0,0.0,0.0
2024-05-11 17:15:44,7.0,1.0,89.0,3.0,0.0
2024-05-11 17:15:45,3.0,0.0,96.0,1.0,0.0
2024-05-11 17:15:46,5.0,1.0,93.1,1.0,0.0
2024-05-11 17:15:47,30.3,1.0,67.7,1.0,0.0
2024-05-11 17:15:48,30.0,1.0,69.0,0.0,0.0
2024-05-11 17:15:49,36.6,0.0,62.4,1.0,0.0
2024-05-11 17:15:50,7.9,2.0,88.1,2.0,0.0
2024-05-11 17:15:51,29.3,0.0,70.7,0.0,0.0
2024-05-11 17:15:52,5.1,0.0,93.9,1.0,0.0
2024-05-11 17:15:53,5.9,2.0,86.3,5.9,0.0
2024-05-11 17:15:54,13.1,0.0,86.9,0.0,0.0
2024-05-11 17:15:55,3.0,0.0,97.0,0.0,0.0
2024-05-11 17:15:56,35.0,1.0,64.1,0.0,0.0
2024-05-11 17:15:57,38.0,0.0,44.0,18.0,0.0
2024-05-11 17:15:58,20.2,0.0,33.3,46.5,0.0
2024-05-11 17:15:59,11.2,0.0,85.7,3.1,0.0
2024-05-11 17:16:00,4.0,1.0,91.1,4.0,0.0
