CPU 1 raspberrypi,User%,Sys%,Wait%,Idle%,Steal%
2024-05-11 17:14:48,4.4,1.8,0.9,92.9,0.0
2024-05-11 17:14:49,14.0,0.0,0.0,86.0,0.0
2024-05-11 17:14:50,35.0,3.0,0.0,62.0,0.0
2024-05-11 17:14:51,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:14:52,0.0,2.9,1.0,96.1,0.0
2024-05-11 17:14:53,0.0,2.0,4.0,94.1,0.0
2024-05-11 17:14:54,0.0,5.1,0.0,94.9,0.0
2024-05-11 17:14:55,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:14:56,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:14:57,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:14:58,0.0,1.0,1.0,98.0,0.0
2024-05-11 17:14:59,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:00,0.0,3.0,0.0,97.0,0.0
2024-05-11 17:15:01,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:02,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:03,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:15:04,0.0,2.0,2.0,96.0,0.0
2024-05-11 17:15:05,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:15:06,0.0,2.0,1.0,97.0,0.0
2024-05-11 17:15:07,0.0,2.0,2.0,96.0,0.0
2024-05-11 17:15:08,0.0,2.0,1.0,97.0,0.0
2024-05-11 17:15:09,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:10,0.0,0.0,2.0,98.0,0.0
2024-05-11 17:15:11,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:12,1.0,1.0,0.0,98.0,0.0
2024-05-11 17:15:13,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:14,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:15,0.0,0.0,2.0,98.0,0.0
2024-05-11 17:15:16,0.0,1.0,0.0,99.0,0.0
2024-05-11 17:15:17,0.0,2.0,1.0,97.0,0.0
2024-05-11 17:15:18,0.0,2.0,1.0,97.0,0.0
2024-05-11 17:15:19,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:20,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:21,0.0,1.0,1.0,98.0,0.0
2024-05-11 17:15:22,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:23,0.0,3.0,2.0,95.0,0.0
2024-05-11 17:15:24,0.0,0.0,2.0,98.0,0.0
2024-05-11 17:15:25,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:15:26,0.0,2.0,0.0,98.0,0.0
2024-05-11 17:15:27,0.0,0.0,2.0,98.0,0.0
2024-05-11 17:15:28,1.0,0.0,0.0,99.0,0.0
2024-05-11 17:15:29,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:30,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:31,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:32,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:33,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:34,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:35,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:36,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:37,0.0,0.0,0.0,100.0,0.0
2024-05-11 17:15:38,5.9,2.0,30.7,61.4,0.0
2024-05-11 17:15:39,4.0,0.0,96.0,0.0,0.0
2024-05-11 17:15:40,4.0,0.0,92.0,4.0,0.0
2024-05-11 17:15:41,2.0,1.0,96.0,1.0,0.0
2024-05-11 17:15:42,1.0,0.0,96.0,3.0,0.0
2024-05-11 17:15:43,5.0,0.0,90.0,5.0,0.0
2024-05-11 17:15:44,4.0,1.0,91.0,4.0,0.0
2024-05-11 17:15:45,4.9,0.0,95.1,0.0,0.0
2024-05-11 17:15:46,7.0,1.0,91.0,1.0,0.0
2024-05-11 17:15:47,13.4,0.0,85.6,1.0,0.0
2024-05-11 17:15:48,48.0,1.0,51.0,0.0,0.0
2024-05-11 17:15:49,28.4,2.0,68.6,1.0,0.0
