CPU 3 ubuntu,User%,Sys%,Wait%,Idle%,Steal%
2024-06-22 13:57:21,1.7,2.5,0.0,95.8,0.0
2024-06-22 13:57:22,54.5,3.0,0.0,42.4,0.0
2024-06-22 13:57:23,96.1,2.9,0.0,1.0,0.0
2024-06-22 13:57:24,95.0,3.0,0.0,2.0,0.0
2024-06-22 13:57:25,97.0,2.0,0.0,1.0,0.0
2024-06-22 13:57:26,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:27,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:28,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:29,97.0,2.0,0.0,1.0,0.0
2024-06-22 13:57:30,94.1,3.9,0.0,2.0,0.0
2024-06-22 13:57:31,95.0,3.0,0.0,2.0,0.0
2024-06-22 13:57:32,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:33,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:34,94.1,4.0,0.0,2.0,0.0
2024-06-22 13:57:35,98.0,1.0,0.0,1.0,0.0
2024-06-22 13:57:36,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:37,95.0,3.0,0.0,2.0,0.0
2024-06-22 13:57:38,99.0,0.0,0.0,1.0,0.0
2024-06-22 13:57:39,95.1,2.9,0.0,2.0,0.0
2024-06-22 13:57:40,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:41,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:42,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:43,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:44,97.0,2.0,0.0,1.0,0.0
2024-06-22 13:57:45,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:46,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:47,95.0,4.0,0.0,1.0,0.0
2024-06-22 13:57:48,96.1,2.0,0.0,2.0,0.0
2024-06-22 13:57:49,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:50,98.0,1.0,0.0,1.0,0.0
2024-06-22 13:57:51,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:57:52,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:53,97.0,2.0,0.0,1.0,0.0
2024-06-22 13:57:54,98.0,0.0,0.0,2.0,0.0
2024-06-22 13:57:55,95.0,4.0,0.0,1.0,0.0
2024-06-22 13:57:56,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:57,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:57:58,96.1,2.9,0.0,1.0,0.0
2024-06-22 13:57:59,94.9,3.0,0.0,2.0,0.0
2024-06-22 13:58:00,97.0,2.0,0.0,1.0,0.0
2024-06-22 13:58:01,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:58:02,96.0,3.0,0.0,1.0,0.0
2024-06-22 13:58:03,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:58:04,95.0,3.0,0.0,2.0,0.0
2024-06-22 13:58:05,94.1,5.0,0.0,1.0,0.0
2024-06-22 13:58:06,96.1,2.0,0.0,2.0,0.0
2024-06-22 13:58:07,95.0,4.0,0.0,1.0,0.0
2024-06-22 13:58:08,96.0,2.0,0.0,2.0,0.0
2024-06-22 13:58:09,97.0,1.0,0.0,2.0,0.0
2024-06-22 13:58:10,72.7,2.0,0.0,25.3,0.0
2024-06-22 13:58:11,0.0,2.0,0.0,98.0,0.0
2024-06-22 13:58:12,0.0,1.0,1.0,98.0,0.0
2024-06-22 13:58:13,1.0,0.0,0.0,99.0,0.0
2024-06-22 13:58:14,0.0,0.0,0.0,100.0,0.0
2024-06-22 13:58:15,0.0,1.0,0.0,99.0,0.0
2024-06-22 13:58:16,0.0,0.0,0.0,100.0,0.0
2024-06-22 13:58:17,1.0,0.0,0.0,99.0,0.0
2024-06-22 13:58:18,0.0,1.0,0.0,99.0,0.0
2024-06-22 13:58:19,0.0,1.0,0.0,99.0,0.0
2024-06-22 13:58:20,0.0,0.0,0.0,100.0,0.0
2024-06-22 13:58:21,2.0,0.0,0.0,98.0,0.0
2024-06-22 13:58:22,0.0,2.0,0.0,98.0,0.0
2024-06-22 13:58:23,4.0,1.0,0.0,95.0,0.0
2024-06-22 13:58:24,5.6,2.8,0.0,91.6,0.0
2024-06-22 13:58:25,6.5,2.8,0.0,90.7,0.0
2024-06-22 13:58:26,3.8,1.9,0.0,94.3,0.0
2024-06-22 13:58:27,0.0,0.0,0.0,100.0,0.0
2024-06-22 13:58:28,0.0,2.0,0.0,98.0,0.0
2024-06-22 13:58:29,9.8,3.9,0.0,86.3,0.0
2024-06-22 13:58:30,4.0,0.0,0.0,96.0,0.0
