CPU 5 ubuntu,User%,Sys%,Wait%,Idle%,Steal%
2024-05-11 19:39:16,10.8,4.2,0.0,85.0,0.0
2024-05-11 19:39:17,5.0,3.0,0.0,92.0,0.0
2024-05-11 19:39:18,11.1,3.0,0.0,85.9,0.0
2024-05-11 19:39:19,23.5,4.9,0.0,71.6,0.0
2024-05-11 19:39:20,22.1,3.8,0.0,74.0,0.0
2024-05-11 19:39:21,45.5,2.0,0.0,52.5,0.0
2024-05-11 19:39:22,43.9,2.0,0.0,54.1,0.0
2024-05-11 19:39:23,27.6,4.1,0.0,68.4,0.0
2024-05-11 19:39:24,30.0,4.0,0.0,66.0,0.0
2024-05-11 19:39:25,32.0,1.9,0.0,66.0,0.0
2024-05-11 19:39:26,51.5,1.0,0.0,47.5,0.0
2024-05-11 19:39:27,16.0,1.0,0.0,83.0,0.0
2024-05-11 19:39:28,14.3,2.0,0.0,83.7,0.0
2024-05-11 19:39:29,51.5,2.0,0.0,46.5,0.0
2024-05-11 19:39:30,26.5,3.9,0.0,69.6,0.0
2024-05-11 19:39:31,36.7,1.0,0.0,62.2,0.0
2024-05-11 19:39:32,22.2,5.1,0.0,72.7,0.0
2024-05-11 19:39:33,28.0,3.0,0.0,69.0,0.0
2024-05-11 19:39:34,25.3,2.0,0.0,72.7,0.0
2024-05-11 19:39:35,1.0,0.0,0.0,99.0,0.0
2024-05-11 19:39:36,0.0,1.0,0.0,99.0,0.0
2024-05-11 19:39:37,0.0,0.0,0.0,100.0,0.0
2024-05-11 19:39:38,0.0,1.0,0.0,99.0,0.0
2024-05-11 19:39:39,0.0,3.0,0.0,97.0,0.0
2024-05-11 19:39:40,1.0,0.0,0.0,99.0,0.0
