CPU 6 ubuntu,User%,Sys%,Wait%,Idle%,Steal%
2024-05-11 19:39:16,25.6,4.1,0.0,70.2,0.0
2024-05-11 19:39:17,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:18,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:19,99.0,0.0,0.0,1.0,0.0
2024-05-11 19:39:20,99.0,1.0,0.0,0.0,0.0
2024-05-11 19:39:21,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:22,99.0,1.0,0.0,0.0,0.0
2024-05-11 19:39:23,98.0,2.0,0.0,0.0,0.0
2024-05-11 19:39:24,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:25,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:26,99.0,1.0,0.0,0.0,0.0
2024-05-11 19:39:27,98.0,2.0,0.0,0.0,0.0
2024-05-11 19:39:28,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:29,98.0,2.0,0.0,0.0,0.0
2024-05-11 19:39:30,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:31,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:32,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:33,99.0,1.0,0.0,0.0,0.0
2024-05-11 19:39:34,100.0,0.0,0.0,0.0,0.0
2024-05-11 19:39:35,1.0,2.0,0.0,97.0,0.0
2024-05-11 19:39:36,0.0,0.0,0.0,100.0,0.0
2024-05-11 19:39:37,0.0,0.0,0.0,100.0,0.0
2024-05-11 19:39:38,0.0,1.0,0.0,99.0,0.0
2024-05-11 19:39:39,0.0,1.0,0.0,99.0,0.0
2024-05-11 19:39:40,0.0,1.0,0.0,99.0,0.0
