CPU 8 ubuntu,User%,Sys%,Wait%,Idle%,Steal%
2024-03-13 06:39:10,0.0,0.9,0.0,99.1,0.0
2024-03-13 06:39:11,45.5,1.0,0.0,53.5,0.0
2024-03-13 06:39:12,100.0,0.0,0.0,0.0,0.0
2024-03-13 06:39:13,48.0,1.0,0.0,51.0,0.0
2024-03-13 06:39:14,6.0,0.0,1.0,93.0,0.0
2024-03-13 06:39:15,64.0,1.0,0.0,35.0,0.0
2024-03-13 06:39:16,86.3,1.0,0.0,12.7,0.0
2024-03-13 06:39:17,48.5,0.0,0.0,51.5,0.0
2024-03-13 06:39:18,46.1,1.0,0.0,52.9,0.0
2024-03-13 06:39:19,42.4,0.0,0.0,57.6,0.0
2024-03-13 06:39:20,41.6,1.0,0.0,57.4,0.0
2024-03-13 06:39:21,60.6,0.0,0.0,39.4,0.0
2024-03-13 06:39:22,58.0,0.0,0.0,42.0,0.0
2024-03-13 06:39:23,41.0,1.0,0.0,58.0,0.0
2024-03-13 06:39:24,36.6,2.0,0.0,61.4,0.0
2024-03-13 06:39:25,44.1,2.9,0.0,52.9,0.0
2024-03-13 06:39:26,35.0,2.0,0.0,63.0,0.0
2024-03-13 06:39:27,35.4,0.0,0.0,64.6,0.0
2024-03-13 06:39:28,45.0,1.0,0.0,54.0,0.0
2024-03-13 06:39:29,46.0,1.0,1.0,52.0,0.0
2024-03-13 06:39:30,46.5,1.0,0.0,52.5,0.0
2024-03-13 06:39:31,46.0,1.0,0.0,53.0,0.0
2024-03-13 06:39:32,43.6,2.0,0.0,54.5,0.0
2024-03-13 06:39:33,41.4,1.0,0.0,57.6,0.0
2024-03-13 06:39:34,52.5,2.0,0.0,45.5,0.0
2024-03-13 06:39:35,43.0,0.0,0.0,57.0,0.0
2024-03-13 06:39:36,45.5,2.0,0.0,52.5,0.0
2024-03-13 06:39:37,36.0,1.0,0.0,63.0,0.0
2024-03-13 06:39:38,47.5,0.0,0.0,52.5,0.0
2024-03-13 06:39:39,0.0,1.0,0.0,99.0,0.0
2024-03-13 06:39:40,0.0,1.0,0.0,99.0,0.0
2024-03-13 06:39:41,0.0,1.0,0.0,99.0,0.0
2024-03-13 06:39:42,1.0,0.0,0.0,99.0,0.0
2024-03-13 06:39:43,0.0,3.0,0.0,97.0,0.0
2024-03-13 06:39:44,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:45,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:46,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:47,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:48,3.1,0.0,0.0,96.9,0.0
2024-03-13 06:39:49,0.0,2.0,0.0,98.0,0.0
2024-03-13 06:39:50,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:51,1.0,1.0,0.0,98.0,0.0
2024-03-13 06:39:52,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:53,0.0,1.0,0.0,99.0,0.0
2024-03-13 06:39:54,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:55,0.0,1.0,0.0,99.0,0.0
2024-03-13 06:39:56,1.0,0.0,0.0,99.0,0.0
2024-03-13 06:39:57,0.0,0.0,0.0,100.0,0.0
2024-03-13 06:39:58,0.0,2.0,0.0,98.0,0.0
2024-03-13 06:39:59,0.0,0.0,0.0,100.0,0.0
