CPU 2 raspberrypi,User%,Sys%,Wait%,Idle%,Steal%
2024-05-27 21:18:25,5.3,0.9,0.0,93.8,0.0
2024-05-27 21:18:26,89.1,1.0,0.0,9.9,0.0
2024-05-27 21:18:27,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:28,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:29,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:30,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:31,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:32,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:33,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:34,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:35,98.0,2.0,0.0,0.0,0.0
2024-05-27 21:18:36,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:37,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:38,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:39,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:40,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:41,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:42,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:43,97.1,2.0,0.0,1.0,0.0
2024-05-27 21:18:44,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:45,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:18:46,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:47,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:48,100.0,0.0,0.0,0.0,0.0
2024-05-27 21:18:49,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:50,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:18:51,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:52,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:53,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:54,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:18:55,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:18:56,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:57,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:18:58,98.0,2.0,0.0,0.0,0.0
2024-05-27 21:18:59,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:00,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:01,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:02,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:19:03,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:04,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:05,98.0,2.0,0.0,0.0,0.0
2024-05-27 21:19:06,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:07,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:08,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:09,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:10,97.0,3.0,0.0,0.0,0.0
2024-05-27 21:19:11,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:12,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:13,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:14,98.0,2.0,0.0,0.0,0.0
2024-05-27 21:19:15,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:16,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:19:17,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:18,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:19,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:20,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:21,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:19:22,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:23,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:24,97.0,2.0,0.0,1.0,0.0
2024-05-27 21:19:25,99.0,1.0,0.0,0.0,0.0
2024-05-27 21:19:26,96.0,3.0,0.0,1.0,0.0
2024-05-27 21:19:27,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:28,97.0,3.0,0.0,0.0,0.0
2024-05-27 21:19:29,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:30,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:31,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:32,98.0,2.0,0.0,0.0,0.0
2024-05-27 21:19:33,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:34,98.0,1.0,0.0,1.0,0.0
2024-05-27 21:19:35,100.0,0.0,0.0,0.0,0.0
2024-05-27 21:19:36,97.1,2.0,0.0,1.0,0.0
2024-05-27 21:19:37,99.0,0.0,0.0,1.0,0.0
2024-05-27 21:19:38,100.0,0.0,0.0,0.0,0.0
2024-05-27 21:19:39,97.0,2.0,0.0,1.0,0.0
