CPU 3 raspberrypi,User%,Sys%,Wait%,Idle%,Steal%
2024-03-31 22:24:04,0.9,1.9,0.0,97.2,0.0
2024-03-31 22:24:06,5.0,2.0,1.0,92.1,0.0
2024-03-31 22:24:08,0.0,0.5,0.0,99.5,0.0
2024-03-31 22:24:10,0.0,2.5,2.0,95.5,0.0
2024-03-31 22:24:12,0.0,1.5,0.0,98.5,0.0
2024-03-31 22:24:14,0.0,1.0,0.0,99.0,0.0
2024-03-31 22:24:16,0.0,2.0,0.0,98.0,0.0
2024-03-31 22:24:18,0.0,1.0,0.5,98.5,0.0
2024-03-31 22:24:20,0.0,2.0,0.0,98.0,0.0
2024-03-31 22:24:22,0.0,1.0,0.5,98.5,0.0
2024-03-31 22:24:24,0.0,0.0,0.0,100.0,0.0
2024-03-31 22:24:26,0.0,0.0,0.0,100.0,0.0
2024-03-31 22:24:28,0.0,0.0,0.0,100.0,0.0
2024-03-31 22:24:30,12.0,0.0,0.0,88.0,0.0
2024-03-31 22:24:32,51.5,2.0,0.0,46.5,0.0
2024-03-31 22:24:34,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:24:36,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:24:38,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:24:40,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:24:42,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:24:44,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:24:46,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:24:48,99.0,1.0,0.0,0.0,0.0
2024-03-31 22:24:50,96.5,0.5,0.0,3.0,0.0
2024-03-31 22:24:52,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:24:54,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:24:56,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:24:58,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:25:00,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:25:02,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:04,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:06,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:08,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:10,98.5,1.0,0.0,0.5,0.0
2024-03-31 22:25:12,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:14,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:16,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:25:18,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:20,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:25:22,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:24,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:25:26,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:28,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:30,99.0,1.0,0.0,0.0,0.0
2024-03-31 22:25:32,97.0,2.0,0.0,1.0,0.0
2024-03-31 22:25:34,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:25:36,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:38,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:25:40,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:42,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:44,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:25:46,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:48,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:50,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:25:52,99.0,1.0,0.0,0.0,0.0
2024-03-31 22:25:54,97.5,2.0,0.0,0.5,0.0
2024-03-31 22:25:56,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:25:58,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:00,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:26:02,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:04,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:06,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:08,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:10,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:26:12,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:14,99.0,1.0,0.0,0.0,0.0
2024-03-31 22:26:16,97.0,2.0,0.0,1.0,0.0
2024-03-31 22:26:18,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:20,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:22,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:26:24,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:26,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:28,96.5,3.5,0.0,0.0,0.0
2024-03-31 22:26:30,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:33,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:35,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:37,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:26:39,96.5,2.5,0.0,1.0,0.0
2024-03-31 22:26:41,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:43,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:45,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:47,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:49,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:51,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:53,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:26:55,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:26:57,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:26:59,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:01,98.5,1.0,0.0,0.5,0.0
2024-03-31 22:27:03,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:05,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:07,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:09,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:27:11,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:13,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:15,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:17,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:27:19,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:27:21,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:27:23,98.5,0.5,0.0,1.0,0.0
2024-03-31 22:27:25,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:27,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:29,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:31,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:33,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:35,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:37,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:39,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:41,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:43,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:45,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:27:47,97.5,2.0,0.0,0.5,0.0
2024-03-31 22:27:49,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:51,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:27:53,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:55,97.0,3.0,0.0,0.0,0.0
2024-03-31 22:27:57,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:27:59,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:01,95.0,5.0,0.0,0.0,0.0
2024-03-31 22:28:03,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:05,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:28:07,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:28:09,98.0,1.0,0.0,1.0,0.0
2024-03-31 22:28:11,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:28:13,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:15,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:28:17,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:28:19,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:28:21,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:23,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:28:25,97.5,2.5,0.0,0.0,0.0
2024-03-31 22:28:27,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:29,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:31,98.5,1.5,0.0,0.0,0.0
2024-03-31 22:28:33,97.0,2.5,0.0,0.5,0.0
2024-03-31 22:28:35,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:37,99.0,1.0,0.0,0.0,0.0
2024-03-31 22:28:39,98.0,2.0,0.0,0.0,0.0
2024-03-31 22:28:41,97.5,2.5,0.0,0.0,0.0
